[14:09:33 505]:  WARNING! No Y16 data recved in 5000 ms in Y16PullerNET640x480HS
<SOAP-ENV:Fault xmlns:SOAP-ENV="http://www.w3.org/2003/05/soap-envelope" xmlns:SOAP-ENC="http://www.w3.org/2003/05/soap-encoding" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:wsa="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:wsdd="http://schemas.xmlsoap.org/ws/2005/04/discovery" xmlns:chan="http://schemas.microsoft.com/ws/2005/02/duplex" xmlns:wsa5="http://www.w3.org/2005/08/addressing" xmlns:xmime="http://tempuri.org/xmime.xsd" xmlns:xop="http://www.w3.org/2004/08/xop/include" xmlns:wsrfbf="http://docs.oasis-open.org/wsrf/bf-2" xmlns:tt="http://www.onvif.org/ver10/schema" xmlns:wstop="http://docs.oasis-open.org/wsn/t-1" xmlns:wsrfr="http://docs.oasis-open.org/wsrf/r-2" xmlns:tan="http://www.onvif.org/ver20/analytics/wsdl" xmlns:tdn="http://www.onvif.org/ver10/network/wsdl" xmlns:tds="http://www.onvif.org/ver10/device/wsdl" xmlns:tev="http://www.onvif.org/ver10/events/wsdl" xmlns:wsnt="http://docs.oasis-open.org/wsn/b-2" xmlns:timg="http://www.onvif.org/ver20/imaging/wsdl" xmlns:tmd="http://www.onvif.org/ver10/deviceIO/wsdl" xmlns:tptz="http://www.onvif.org/ver20/ptz/wsdl" xmlns:trt="http://www.onvif.org/ver10/media/wsdl"><faultcode>SOAP-ENV:Client</faultcode><faultstring>HTTP GET method not implemented</faultstring></SOAP-ENV:Fault>"
[14:19:06 819]:  ERROR! Has not find softwareversion when req arm version
[14:19:06 881]:   Now try GetArmVersionHS
[14:19:06 881]:   Base64Name=YWRtaW46OTk5OQ==
[14:19:07 053]:   Recv armversion is "ZU02A V2.18"
[14:19:07 116]:   cArmVersion=zu02a
[14:19:10 129]:   GD_MTC_SDK_OpenStream
[14:19:10 129]:   nPullDataType=2
[14:19:10 129]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:19:10 159]:   DataPull:: recv MSG_TYPE_OPEN_STREAM msg
[14:19:10 160]:   Base64Name=YWRtaW46OTk5OQ==
[14:19:10 175]:   armSendAndRecv send data get_curse_info
[14:19:10 285]:   get_curse_info=[gear=1&measurerange=0&mintemp=-100&maxtemp=1600$gear=2&measurerange=0&mintemp=-200&maxtemp=1600$gear=3&measurerange=0&mintemp=-100&maxtemp=1800$gear=1&measurerange=1&mintemp=-100&maxtemp=3600$gear=2&measurerange=1&mintemp=-200&maxtemp=3600$gear=3&measurerange=1&mintemp=-100&maxtemp=3600$gear=1&measurerange=2&mintemp=-100&maxtemp=6600$gear=2&measurerange=2&mintemp=-200&maxtemp=6700$gear=3&measurerange=2&mintemp=-100&maxtemp=6600]
[14:19:10 285]:   After remove same range info
[14:19:10 285]:   v.nRangeIndex=0, v.fMinTemp=-10.000000, v.fMaxTemp=160.000000
[14:19:10 285]:   v.nRangeIndex=1, v.fMinTemp=-10.000000, v.fMaxTemp=360.000000
[14:19:10 285]:   v.nRangeIndex=2, v.fMinTemp=-10.000000, v.fMaxTemp=660.000000
[14:19:10 285]:   H264Pull::openStream
[14:19:10 285]:   avcodec_register_all
[14:19:10 293]:   av_register_all
[14:19:10 293]:   avformat_network_init
[14:19:10 293]:   avformat_alloc_context
[14:19:10 293]:   avformat_open_input
[14:19:10 300]:   Update m_pDataCfg->strVskGearDesc, [old=-20¡æ~150¡æ&-20¡æ~350¡æ&100¡æ~650¡æ, new=-10¡æ~160¡æ&-10¡æ~360¡æ&-10¡æ~660¡æ]
[14:19:10 381]:   avformat_find_stream_info
[14:19:10 381]:   After open h264 stream
[14:19:10 381]:   H264Pull::startRecvStream
[14:19:10 382]:   H264Puller start recv data.
[14:19:10 396]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_OPEN_STREAM
[14:19:10 396]:   wait msg result in time. [nMsgType=1003]
[14:19:10 396]:   After DataCore::msgToDataCoreAndWaitForResult
[14:19:10 396]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:19:10 442]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:19:10 442]:   info->recvEmiss=98
[14:19:10 442]:   info->recvDistance=250
[14:19:10 507]:   Send change palette
[14:19:10 522]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[14:19:10 522]:   wait msg result in time. [nMsgType=1021]
[14:19:10 522]:   After DataCore::msgToDataCoreAndWaitForResult
[14:19:10 522]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:19:10 569]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[14:19:10 570]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[14:19:10 570]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[14:19:10 570]:  ERROR! Curve[5], element[5861] format error

[14:19:10 570]:  ERROR! Curve[8], element[4814] format error

[14:19:11 609]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:19:11 609]:   info->recvEmiss=98
[14:19:11 609]:   info->recvDistance=250
[14:19:11 672]:   Use HsCurve[7], range=2, gear=2
[14:19:11 750]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_Y16_FRAME_RATE
[14:19:11 750]:   wait msg result in time. [nMsgType=1026]
[14:19:11 750]:   After DataCore::msgToDataCoreAndWaitForResult
[14:19:11 796]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:19:11 796]:   info->recvEmiss=98
[14:19:11 796]:   info->recvDistance=250
[14:19:47 770]:   SDK version:1.0.0.121
[14:19:47 770]:  WARNING! call readCfg return failed. in GD_MTC_SDK_Init
[14:19:47 771]:   GD_MTC_SDK_Login
[14:19:47 771]:   Into msgToThisServiceCoreAndWaitForResult
[14:19:47 771]:   Thread start. id=23760
[14:19:47 771]:   msg to ServiceCore msgId=0, pMsg=0
[14:19:47 771]:   msg to ServiceCore msgId=0, pMsg=0. Done
[14:19:47 774]:   ServiceCore::login
[14:19:47 774]:   SDK version:1.0.0.121
[14:19:47 774]:   nDeviceType=11
[14:19:47 774]:   Create Device: NET384x288NOCLIPHS
[14:19:47 774]:   nFpgaPort=4954, nY16Port=4955
[14:19:47 775]:   Thread start. id=19728
[14:19:47 776]:   Thread start. id=26516
[14:19:47 776]:   Thread start. id=82646
[14:19:47 776]:   Base64Name=YWRtaW46OTk5OQ==
[14:19:47 915]:   Recv armversion is "HTTP/1.1 405 Method Not Allowed
Server: gSOAP/2.8
Content-Type: text/xml; charset=utf-8
Content-Length: 1363
Connection: close

<?xml version="1.0" encoding="UTF-8"?>
<SOAP-ENV:Fault xmlns:SOAP-ENV="http://www.w3.org/2003/05/soap-envelope" xmlns:SOAP-ENC="http://www.w3.org/2003/05/soap-encoding" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:wsa="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:wsdd="http://schemas.xmlsoap.org/ws/2005/04/discovery" xmlns:chan="http://schemas.microsoft.com/ws/2005/02/duplex" xmlns:wsa5="http://www.w3.org/2005/08/addressing" xmlns:xmime="http://tempuri.org/xmime.xsd" xmlns:xop="http://www.w3.org/2004/08/xop/include" xmlns:wsrfbf="http://docs.oasis-open.org/wsrf/bf-2" xmlns:tt="http://www.onvif.org/ver10/schema" xmlns:wstop="http://docs.oasis-open.org/wsn/t-1" xmlns:wsrfr="http://docs.oasis-open.org/wsrf/r-2" xmlns:tan="http://www.onvif.org/ver20/analytics/wsdl" xmlns:tdn="http://www.onvif.org/ver10/network/wsdl" xmlns:tds="http://www.onvif.org/ver10/device/wsdl" xmlns:tev="http://www.onvif.org/ver10/events/wsdl" xmlns:wsnt="http://docs.oasis-open.org/wsn/b-2" xmlns:timg="http://www.onvif.org/ver20/imaging/wsdl" xmlns:tmd="http://www.onvif.org/ver10/deviceIO/wsdl" xmlns:tptz="http://www.onvif.org/ver20/ptz/wsdl" xmlns:trt="http://www.onvif.org/ver10/media/wsdl"><faultcode>SOAP-ENV:Client</faultcode><faultstring>HTTP GET method not implemented</faultstring></SOAP-ENV:Fault>"
[14:19:47 915]:  ERROR! Has not find softwareversion when req arm version
[14:19:47 977]:   Now try GetArmVersionHS
[14:19:47 978]:   Base64Name=YWRtaW46OTk5OQ==
[14:19:48 136]:   Recv armversion is "ZU02A V2.18"
[14:19:48 198]:   cArmVersion=zu02a
[14:19:51 205]:   GD_MTC_SDK_OpenStream
[14:19:51 205]:   nPullDataType=2
[14:19:51 205]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:19:51 236]:   DataPull:: recv MSG_TYPE_OPEN_STREAM msg
[14:19:51 236]:   Base64Name=YWRtaW46OTk5OQ==
[14:19:51 252]:   armSendAndRecv send data get_curse_info
[14:19:51 361]:   get_curse_info=[gear=1&measurerange=0&mintemp=-100&maxtemp=1600$gear=2&measurerange=0&mintemp=-200&maxtemp=1600$gear=3&measurerange=0&mintemp=-100&maxtemp=1800$gear=1&measurerange=1&mintemp=-100&maxtemp=3600$gear=2&measurerange=1&mintemp=-200&maxtemp=3600$gear=3&measurerange=1&mintemp=-100&maxtemp=3600$gear=1&measurerange=2&mintemp=-100&maxtemp=6600$gear=2&measurerange=2&mintemp=-200&maxtemp=6700$gear=3&measurerange=2&mintemp=-100&maxtemp=6600]
[14:19:51 361]:   After remove same range info
[14:19:51 361]:   v.nRangeIndex=0, v.fMinTemp=-10.000000, v.fMaxTemp=160.000000
[14:19:51 361]:   v.nRangeIndex=1, v.fMinTemp=-10.000000, v.fMaxTemp=360.000000
[14:19:51 361]:   v.nRangeIndex=2, v.fMinTemp=-10.000000, v.fMaxTemp=660.000000
[14:19:51 361]:   H264Pull::openStream
[14:19:51 361]:   avcodec_register_all
[14:19:51 369]:   av_register_all
[14:19:51 370]:   avformat_network_init
[14:19:51 370]:   avformat_alloc_context
[14:19:51 370]:   avformat_open_input
[14:19:51 376]:   Update m_pDataCfg->strVskGearDesc, [old=-20¡æ~150¡æ&-20¡æ~350¡æ&100¡æ~650¡æ, new=-10¡æ~160¡æ&-10¡æ~360¡æ&-10¡æ~660¡æ]
[14:19:51 441]:   avformat_find_stream_info
[14:19:51 441]:   After open h264 stream
[14:19:51 441]:   H264Pull::startRecvStream
[14:19:51 441]:   H264Puller start recv data.
[14:19:51 454]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_OPEN_STREAM
[14:19:51 454]:   wait msg result in time. [nMsgType=1003]
[14:19:51 454]:   After DataCore::msgToDataCoreAndWaitForResult
[14:19:51 454]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:19:51 499]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:19:51 499]:   info->recvEmiss=98
[14:19:51 499]:   info->recvDistance=250
[14:19:51 564]:   Send change palette
[14:19:51 579]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[14:19:51 579]:   wait msg result in time. [nMsgType=1021]
[14:19:51 579]:   After DataCore::msgToDataCoreAndWaitForResult
[14:19:51 579]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:19:51 626]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[14:19:51 626]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[14:19:51 626]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[14:19:51 626]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[14:19:51 626]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[14:19:51 626]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[14:19:51 627]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[14:19:51 627]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[14:19:51 627]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[14:19:51 627]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[14:19:51 627]:  ERROR! Curve[5], element[5861] format error

[14:19:51 627]:  ERROR! Curve[8], element[4814] format error

[14:19:52 667]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:19:52 667]:   info->recvEmiss=98
[14:19:52 667]:   info->recvDistance=250
[14:19:52 729]:   Use HsCurve[7], range=2, gear=2
[14:19:52 791]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_Y16_FRAME_RATE
[14:19:52 791]:   wait msg result in time. [nMsgType=1026]
[14:19:52 791]:   After DataCore::msgToDataCoreAndWaitForResult
[14:19:52 853]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:19:52 853]:   info->recvEmiss=98
[14:19:52 853]:   info->recvDistance=250
[14:20:27 479]:   SDK version:1.0.0.121
[14:20:27 479]:  WARNING! call readCfg return failed. in GD_MTC_SDK_Init
[14:20:27 480]:   Thread start. id=13748
[14:20:27 480]:   GD_MTC_SDK_Login
[14:20:27 480]:   Into msgToThisServiceCoreAndWaitForResult
[14:20:27 480]:   msg to ServiceCore msgId=0, pMsg=0
[14:20:27 480]:   msg to ServiceCore msgId=0, pMsg=0. Done
[14:20:27 493]:   ServiceCore::login
[14:20:27 493]:   SDK version:1.0.0.121
[14:20:27 493]:   nDeviceType=11
[14:20:27 493]:   Create Device: NET384x288NOCLIPHS
[14:20:27 493]:   nFpgaPort=4954, nY16Port=4955
[14:20:27 494]:   Thread start. id=10732
[14:20:27 495]:   Thread start. id=6804
[14:20:27 495]:   Thread start. id=11080
[14:20:27 495]:   Base64Name=YWRtaW46OTk5OQ==
[14:20:27 633]:   Recv armversion is "HTTP/1.1 405 Method Not Allowed
Server: gSOAP/2.8
Content-Type: text/xml; charset=utf-8
Content-Length: 1363
Connection: close

<?xml version="1.0" encoding="UTF-8"?>
<SOAP-ENV:Fault xmlns:SOAP-ENV="http://www.w3.org/2003/05/soap-envelope" xmlns:SOAP-ENC="http://www.w3.org/2003/05/soap-encoding" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:wsa="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:wsdd="http://schemas.xmlsoap.org/ws/2005/04/discovery" xmlns:chan="http://schemas.microsoft.com/ws/2005/02/duplex" xmlns:wsa5="http://www.w3.org/2005/08/addressing" xmlns:xmime="http://tempuri.org/xmime.xsd" xmlns:xop="http://www.w3.org/2004/08/xop/include" xmlns:wsrfbf="http://docs.oasis-open.org/wsrf/bf-2" xmlns:tt="http://www.onvif.org/ver10/schema" xmlns:wstop="http://docs.oasis-open.org/wsn/t-1" xmlns:wsrfr="http://docs.oasis-open.org/wsrf/r-2" xmlns:tan="http://www.onvif.org/ver20/analytics/wsdl" xmlns:tdn="http://www.onvif.org/ver10/network/wsdl" xmlns:tds="http://www.onvif.org/ver10/device/wsdl" xmlns:tev="http://www.onvif.org/ver10/events/wsdl" xmlns:wsnt="http://docs.oasis-open.org/wsn/b-2" xmlns:timg="http://www.onvif.org/ver20/imaging/wsdl" xmlns:tmd="http://www.onvif.org/ver10/deviceIO/wsdl" xmlns:tptz="http://www.onvif.org/ver20/ptz/wsdl" xmlns:trt="http://www.onvif.org/ver10/media/wsdl"><faultcode>SOAP-ENV:Client</faultcode><faultstring>HTTP GET method not implemented</faultstring></SOAP-ENV:Fault>"
[14:20:27 633]:  ERROR! Has not find softwareversion when req arm version
[14:20:27 695]:   Now try GetArmVersionHS
[14:20:27 695]:   Base64Name=YWRtaW46OTk5OQ==
[14:20:27 852]:   Recv armversion is "ZU02A V2.18"
[14:20:27 916]:   cArmVersion=zu02a
[14:20:30 930]:   GD_MTC_SDK_OpenStream
[14:20:30 930]:   nPullDataType=2
[14:20:30 930]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:20:30 961]:   DataPull:: recv MSG_TYPE_OPEN_STREAM msg
[14:20:30 961]:   Base64Name=YWRtaW46OTk5OQ==
[14:20:30 977]:   armSendAndRecv send data get_curse_info
[14:20:31 086]:   get_curse_info=[gear=1&measurerange=0&mintemp=-100&maxtemp=1600$gear=2&measurerange=0&mintemp=-200&maxtemp=1600$gear=3&measurerange=0&mintemp=-100&maxtemp=1800$gear=1&measurerange=1&mintemp=-100&maxtemp=3600$gear=2&measurerange=1&mintemp=-200&maxtemp=3600$gear=3&measurerange=1&mintemp=-100&maxtemp=3600$gear=1&measurerange=2&mintemp=-100&maxtemp=6600$gear=2&measurerange=2&mintemp=-200&maxtemp=6700$gear=3&measurerange=2&mintemp=-100&maxtemp=6600]
[14:20:31 086]:   After remove same range info
[14:20:31 087]:   v.nRangeIndex=0, v.fMinTemp=-10.000000, v.fMaxTemp=160.000000
[14:20:31 087]:   v.nRangeIndex=1, v.fMinTemp=-10.000000, v.fMaxTemp=360.000000
[14:20:31 087]:   v.nRangeIndex=2, v.fMinTemp=-10.000000, v.fMaxTemp=660.000000
[14:20:31 087]:   H264Pull::openStream
[14:20:31 087]:   avcodec_register_all
[14:20:31 097]:   av_register_all
[14:20:31 097]:   avformat_network_init
[14:20:31 097]:   avformat_alloc_context
[14:20:31 097]:   avformat_open_input
[14:20:31 101]:   Update m_pDataCfg->strVskGearDesc, [old=-20¡æ~150¡æ&-20¡æ~350¡æ&100¡æ~650¡æ, new=-10¡æ~160¡æ&-10¡æ~360¡æ&-10¡æ~660¡æ]
[14:20:31 165]:   avformat_find_stream_info
[14:20:31 165]:   After open h264 stream
[14:20:31 165]:   H264Pull::startRecvStream
[14:20:31 166]:   H264Puller start recv data.
[14:20:31 179]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_OPEN_STREAM
[14:20:31 179]:   wait msg result in time. [nMsgType=1003]
[14:20:31 179]:   After DataCore::msgToDataCoreAndWaitForResult
[14:20:31 179]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:20:31 224]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:20:31 224]:   info->recvEmiss=98
[14:20:31 224]:   info->recvDistance=250
[14:20:31 288]:   Send change palette
[14:20:31 303]:   wait msg result in time. [nMsgType=1021]
[14:20:31 303]:   After DataCore::msgToDataCoreAndWaitForResult
[14:20:31 303]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[14:20:31 303]:   Before DataCore::msgToDataCoreAndWaitForResult
[14:20:31 350]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[14:20:31 351]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[14:20:31 351]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[14:20:31 351]:  ERROR! Curve[5], element[5861] format error

[14:20:31 351]:  ERROR! Curve[8], element[4814] format error

[14:20:32 419]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_Y16_FRAME_RATE
[14:20:32 419]:   wait msg result in time. [nMsgType=1026]
[14:20:32 419]:   After DataCore::msgToDataCoreAndWaitForResult
[14:20:32 450]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:20:32 450]:   info->recvEmiss=98
[14:20:32 450]:   info->recvDistance=250
[14:20:32 512]:   Use HsCurve[7], range=2, gear=2
[14:20:32 574]:   Recv calc parm: [recvDistance=250&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-33814&recvDis_a1=3137&recvDis_b0=924&recvDis_b1=9729&recvDis_c0=-2482&recvDis_c1=777&recvKF=98&&recvB0=3&recvK1=0&recvK2=300&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=0&recvK6=-370&recvB3=2300]
[14:20:32 574]:   info->recvEmiss=98
[14:20:32 574]:   info->recvDistance=250
[14:22:31 397]:   SDK version:1.0.0.121
[14:22:31 397]:  WARNING! call readCfg return failed. in GD_MTC_SDK_Init
[14:22:31 397]:   Thread start. id=2016
[14:22:31 397]:   GD_MTC_SDK_Login
[14:22:31 398]:   Into msgToThisServiceCoreAndWaitForResult
[14:22:31 398]:   msg to ServiceCore msgId=0, pMsg=0
[14:22:31 398]:   msg to ServiceCore msgId=0, pMsg=0. Done
[14:22:31 409]:   ServiceCore::login
[14:22:31 409]:   SDK version:1.0.0.121
[14:22:31 409]:   nDeviceType=11
[14:22:31 409]:   Create Device: NET384x288NOCLIPHS
[14:22:31 409]:   nFpgaPort=4954, nY16Port=4955
[14:22:31 410]:   Thread start. id=22252
[14:22:31 411]:   Thread start. id=25852
[14:22:31 411]:   Thread start. id=3120
[14:22:31 411]:   Base64Name=YWRtaW46OTk5OQ==
[14:22:31 551]:   Recv armversion is "HTTP/1.1 405 Method Not Allowed
Server: gSOAP/2.8
Content-Type: text/xml; charset=utf-8
Content-Length: 1363
Connection: close

<?xml version="1.0" encoding="UTF-8"?>
